source_file,is_beta,is_lognormal,num_simulations,network_optimistic,network_pessimistic,network_most_likely,pert_critical,pert_sd,bb2_critical_mean,bb2_critical_sd,bb2_critical_p99,bb2_critical_p10,bb2_critical_p25,lognormal_critical_mean,lognormal_critical_sd,lognormal_critical_p99,lognormal_critical_p10,lognormal_critical_p25,sim_mean,sim_std,sim_min,sim_p10,sim_p25,sim_max,sim_p50,sim_p90,sim_p95,sim_p99,pert_p1,pert_p10,pert_p20,pert_p25,pert_p30,pert_p40,pert_p50,pert_p60,pert_p70,pert_p75,pert_p80,pert_p90,pert_p95,pert_p99,pert_p99_9,bb2_p1,bb2_p10,bb2_p20,bb2_p25,bb2_p30,bb2_p40,bb2_p50,bb2_p60,bb2_p70,bb2_p75,bb2_p80,bb2_p90,bb2_p95,bb2_p99,bb2_p99_9,lognormal_p1,lognormal_p10,lognormal_p20,lognormal_p25,lognormal_p30,lognormal_p40,lognormal_p50,lognormal_p60,lognormal_p70,lognormal_p75,lognormal_p80,lognormal_p90,lognormal_p95,lognormal_p99,lognormal_p99_9,sim_p1,sim_p20,sim_p30,sim_p40,sim_p60,sim_p70,sim_p75,sim_p80,sim_p99_9,SP,TF,AD,LA,simulation_runtime_seconds,distribution,mape_pert,mape_bb2,mape_lognormal,best_method,cluster_id
Set 3.3 LA (high SP)_EV129,1,0,10000,85.0,340,170,184.1666667,9.212762886,184.1666667,21.25,235.1519874,157.071784,169.2704793,184.2998967,32.81792867,284.4011527,147.408236,160.8798062,184.8674946,9.194315307,154.8618738,173.0800048,178.7581095,220.1468719,184.7978094,196.797756,200.1492779,206.5263152,98.35270527,124.0220619,140.6752253,147.8717058,154.7039567,167.8252912,180.8321893,194.3393021,209.0776382,217.2591556,226.3084121,249.3364579,266.8882836,294.6151345,316.431835,138.1166797,157.071784,165.8379996,169.2704793,172.3959568,178.1337073,183.5915562,189.1252526,195.1114824,198.4482808,202.1771386,212.023824,220.1407999,235.1519874,251.3259443,129.5810214,147.408236,156.9045767,160.8798062,164.6366362,171.8988028,179.2841824,187.2972328,196.6258482,202.1524745,208.6292246,227.4412486,245.1163246,284.4011527,340,163.8777255,177.21244,180.0298717,182.4952847,186.9659705,189.5888362,191.0339847,192.5816637,213.7120255,0.793,0.014,0.783,0.429,2.5139541,beta,21.779940027863542,7.07302869183254,15.162751941412699,bb2,4
Set 3.3 LA (high SP)_EV13,1,0,10000,61.0,244,122,132.1666667,7.339959128,132.1666667,15.25,168.7561321,112.7221038,121.4764616,132.2622788,23.55168999,204.0996507,105.787087,115.4549197,132.2566484,7.234709447,107.4828771,123.0477298,127.2894317,167.7598931,132.1468365,141.6815855,144.3013581,149.5005139,70.58252966,89.00406794,100.9551617,106.1196948,111.0228395,120.4393266,129.7736888,139.4670286,150.0439521,155.915394,162.4095663,178.9355757,191.5315917,211.4296848,227.0863757,99.11902893,112.7221038,119.0131527,121.4764616,123.7194513,127.8371312,131.7539403,135.7251813,140.0211815,142.415825,145.0918289,152.1582737,157.9833975,168.7561321,180.3633248,92.9934389,105.787087,112.602108,115.4549197,118.1509977,123.3626702,128.6627662,134.4133083,141.1079616,145.0741287,149.7221494,163.2225431,175.9070094,204.0996507,244,116.2445689,126.0619801,128.4238589,130.2602874,133.9982675,136.0171483,137.1191399,138.2996854,154.6108714,0.793,0.101,0.783,0.222,0.7896865,beta,21.282655984605718,6.568123418257092,14.632740710315698,bb2,1
Set 3.3 LA (high SP)_EV130,1,0,10000,78.5,314,157,170.0833333,8.799857953,170.0833333,19.625,217.1697766,145.0604123,156.3262661,170.2063751,30.30832236,262.6528292,136.1358415,148.5772328,171.5672695,8.61817705,137.1397838,160.6242013,165.5795347,207.2745437,171.4583719,182.8133502,185.8853457,192.046141,90.83161604,114.5380219,129.9177081,136.5638695,142.8736541,154.9915924,167.0038454,179.4780614,193.0893482,200.6452202,209.0024747,230.2695523,246.4791795,272.0857419,292.2341065,127.5548159,145.0604123,153.1562702,156.3262661,159.2127366,164.511718,169.5522019,174.6627333,180.1911926,183.272824,186.7165339,195.8102375,203.3065034,217.1697766,232.1069015,119.6718845,136.1358415,144.9059914,148.5772328,152.0467758,158.7536002,165.5742156,172.9745032,181.5897539,186.6937558,192.6752251,210.0486826,226.372135,262.6528292,314,152.3392808,164.2334302,166.8111288,169.2133083,173.615274,176.0054286,177.3850384,178.8222581,198.6471337,0.793,0.022,0.783,0.429,1.8479069,beta,21.55048823402552,6.923994993848866,15.015993525215015,bb2,4
Set 3.3 LA (high SP)_EV131,1,0,10000,70.0,280,140,151.6666667,7.960841664,151.6666667,17.5,193.6545779,129.3532339,139.3992182,151.7763855,27.0265295,234.212714,121.3950179,132.4892522,153.410541,7.958564452,122.1493729,143.305872,147.9207095,188.8159193,153.3596737,163.6845756,166.6428174,171.767346,80.99634551,102.1358157,115.8501855,121.7766989,127.4032584,138.2090633,148.9206265,160.0441311,172.1815844,178.9193046,186.3716335,205.3359065,219.7903512,242.6242284,260.590923,113.743148,129.3532339,136.5724703,139.3992182,141.9731409,146.6983472,151.1930462,155.750208,160.6800444,163.427996,166.49882,174.6078551,181.2924234,193.6545779,206.9743071,106.7137823,121.3950179,129.2155337,132.4892522,135.5831122,141.5637199,147.6457973,154.24478,161.9271691,166.4785084,171.8123026,187.3045577,201.8605026,234.212714,280,135.2119341,146.6644436,149.0550188,151.2680251,155.3719924,157.5588931,158.797495,160.1160887,178.2155006,0.793,0.029,0.783,0.429,1.7808121,beta,21.315580571042087,6.727425548452539,14.836422463687995,bb2,4
Set 3.3 LA (high SP)_EV132,1,0,10000,59.0,236,118,127.8333333,7.115124735,127.8333333,14.75,163.2231442,109.0262972,117.4936268,127.9258106,22.77950343,197.4078589,102.3186579,111.6695125,128.3466199,7.069921149,101.0258342,119.4696164,123.4368398,155.5809364,128.3176082,137.4435755,140.038317,145.1046369,68.26834836,86.08590178,97.64515639,102.6403605,107.3827464,116.4904962,125.5188137,134.8943391,145.1244783,150.8034139,157.0846625,173.0688355,185.2518674,204.497564,219.6409208,95.8692247,109.0262972,115.1110821,117.4936268,119.6630759,123.6457498,127.434139,131.2751753,135.4303231,137.7464537,140.3347197,147.1694778,152.803614,163.2231442,174.4497731,89.94447369,102.3186579,108.9102356,111.6695125,114.2771945,119.3179925,124.4443149,130.0063145,136.4814711,140.3175999,144.8132265,157.8709843,170.1395665,197.4078589,236,112.0931763,122.3175513,124.4851473,126.5212577,130.1214526,132.058532,133.0996512,134.2773572,149.5342724,0.793,0.036,0.826,0.4,1.7298924,beta,21.185054297628636,6.5025952730079135,14.563612969795942,bb2,4
Set 3.3 LA (high SP)_EV133,1,0,10000,77.0,308,154,166.8333333,8.344159634,166.8333333,19.25,213.0200356,142.2885573,153.33914,166.954024,29.72918245,257.6339854,133.5345197,145.7381774,167.232979,8.311049796,137.7428398,156.5806786,161.4960069,197.2000212,167.1215018,177.952966,180.9837833,186.8259889,89.09598006,112.3493972,127.4352041,133.9543688,140.1435843,152.0299696,163.8126891,176.0485443,189.3997428,196.8112351,205.0087969,225.8694972,241.7693863,266.8866513,286.6500152,125.1174627,142.2885573,150.2297173,153.33914,156.170455,161.368182,166.3123509,171.3252288,176.7480488,179.7707956,183.148702,192.0686406,199.4216658,213.0200356,227.6717378,117.3851606,133.5345197,142.1370871,145.7381774,149.1414234,155.7200919,162.410377,169.669258,178.119886,183.1263592,188.9935329,206.0350135,222.0465528,257.6339854,308,148.5275533,160.216092,162.6946504,164.9955721,169.2402887,171.622634,172.8968152,174.2615045,192.5943408,0.793,0.101,0.783,0.429,0.73934,beta,21.835637937409977,7.100884846284491,15.213308414035629,bb2,4
Set 3.3 LA (high SP)_EV134,1,0,10000,74.0,296,148,160.3333333,8.403868157,160.3333333,18.5,204.7205537,136.7448473,147.3648878,160.4493218,28.57090261,247.5962976,128.331876,140.0600666,160.6872846,8.297567768,130.778956,149.9983222,154.9766615,189.9732968,160.6308292,171.2113487,174.2662395,180.6715625,85.62470811,107.972148,122.4701961,128.7353674,134.6834446,146.1067241,157.4303766,169.1895101,182.0205321,189.1432649,197.0214411,217.0693869,232.3497998,256.4884701,275.4818328,120.2427564,136.7448473,144.3766114,147.3648878,150.0858918,155.0811099,159.8326489,164.6502199,169.8617612,172.7667386,176.0130383,184.5854468,191.6519905,204.7205537,218.8014104,112.8117128,128.331876,136.5992785,140.0600666,143.3307186,149.6530754,156.0827,163.0587674,171.1801502,175.991566,181.6301485,198.0076753,213.3953884,247.5962976,296,141.6630601,153.6969022,156.2783058,158.5474526,162.7415764,165.0853083,166.3484588,167.7040587,187.5128013,0.793,0.051,0.783,0.429,1.2189728,beta,21.525309376129833,6.816109814369988,14.885116388147406,bb2,4
Set 3.3 LA (high SP)_EV135,1,0,10000,67.0,268,134,145.1666667,7.770135134,145.1666667,16.75,185.3550959,123.8095239,133.424966,145.2716832,25.86824966,224.1750262,116.1923742,126.8111414,146.234527,7.750296164,120.1221692,136.3035072,140.890054,173.8423747,146.0469333,156.3488852,159.1680411,164.3563227,77.52507356,97.75856643,110.8851776,116.5576975,121.9431188,132.2858177,142.5383139,153.185097,164.8023736,171.2513344,178.3842778,196.5357962,210.3707647,232.2260472,249.4227405,108.8684416,123.8095239,130.7193644,133.424966,135.8885777,140.4112752,144.7133443,149.0751991,153.7937567,156.423939,159.3631563,167.1246613,173.5227481,185.3550959,198.1039797,102.1403345,116.1923742,123.6777251,126.8111414,129.7724073,135.4967034,141.3181203,147.6342894,154.9874333,159.3437152,164.4489182,179.2772195,193.2093382,224.1750262,268,128.9109209,139.6397618,142.0452158,144.158793,148.0897541,150.3016929,151.5768891,152.8981335,169.7670735,0.793,0.123,0.783,0.429,0.551318,beta,21.307811422111072,6.669406434720711,14.749762032348631,bb2,4
Set 3.3 LA (high SP)_EV136,1,0,10000,66.5,266,133,144.0833333,7.644442426,144.0833333,16.625,183.971849,122.8855722,132.4292573,144.1875662,25.67520302,222.5020783,115.325267,125.8647896,145.0583887,7.494739645,116.3978135,135.3531555,139.885803,175.095705,145.0169382,154.7398463,157.5353544,163.2444242,76.94652824,97.02902489,110.0576763,115.687864,121.0330955,131.2986101,141.4745951,152.0419246,163.5725052,169.9733394,177.0530518,195.0691112,208.8008336,230.493017,247.5613768,108.0559906,122.8855722,129.7438468,132.4292573,134.8744838,139.3634299,143.6333939,147.9626976,152.6460421,155.2565962,158.173879,165.8774623,172.2278022,183.971849,196.6255918,101.3780932,115.325267,122.754757,125.8647896,128.8039565,134.4855339,140.2635074,146.532541,153.8308106,158.154583,163.2216875,177.9393298,191.7674775,222.5020783,266,128.8229994,138.733663,140.9921524,143.0793417,146.851135,148.9010031,150.0682576,151.2713996,168.3154891,0.793,0.065,0.783,0.429,1.6586264,beta,21.464089477224928,6.824368460327623,14.896380751348572,bb2,4
Set 3.3 LA (high SP)_EV137,1,0,10000,67.0,268,134,145.1666667,7.960841664,145.1666667,16.75,185.3550959,123.8095239,133.424966,145.2716832,25.86824966,224.1750262,116.1923742,126.8111414,146.6628408,7.889603262,114.1701495,136.701005,141.2383352,178.0417813,146.6007433,156.9090689,159.8596289,165.1353692,77.52507356,97.75856643,110.8851776,116.5576975,121.9431188,132.2858177,142.5383139,153.185097,164.8023736,171.2513344,178.3842778,196.5357962,210.3707647,232.2260472,249.4227405,108.8684416,123.8095239,130.7193644,133.424966,135.8885777,140.4112752,144.7133443,149.0751991,153.7937567,156.423939,159.3631563,167.1246613,173.5227481,185.3550959,198.1039797,102.1403345,116.1923742,123.6777251,126.8111414,129.7724073,135.4967034,141.3181203,147.6342894,154.9874333,159.3437152,164.4489182,179.2772195,193.2093382,224.1750262,268,128.9346127,139.9405237,142.3650329,144.5341036,148.4994684,150.7882354,151.8958118,153.3155827,171.397732,0.793,0.014,0.826,0.4,1.9654576,beta,21.115484701961424,6.532916601526299,14.605659608496783,bb2,4
Set 3.3 LA (high SP)_EV138,1,0,10000,65.5,262,131,141.9166667,7.344215411,141.9166667,16.375,181.205355,121.0376689,130.4378399,142.0193321,25.28910974,219.1561824,113.5910524,123.972086,143.9095422,7.217255846,118.2685058,134.7734663,138.9978297,170.6831135,143.8474625,153.3625527,155.9046484,160.5933678,75.78943759,95.56994181,108.4026736,113.9481969,119.213049,129.3241949,139.3471576,149.7555799,161.1127682,167.4173493,174.3905999,192.1357411,205.6609715,227.0269566,243.8386493,106.4310884,121.0376689,127.7928115,130.4378399,132.8462961,137.2677392,141.4734933,145.7376946,150.3506129,152.9219105,155.7953245,163.3830644,169.6379105,181.205355,193.6688159,99.85361063,113.5910524,120.9088208,123.972086,126.8670549,132.4631951,138.1542818,144.3290441,151.5175654,155.7763186,160.767226,175.2635504,188.883756,219.1561824,262,127.3838711,137.8359076,140.0254895,141.9257985,145.7002304,147.6310008,148.7936286,149.9815719,166.447263,0.793,0.014,0.783,0.429,2.4957885,beta,21.44031231891796,6.879670094758067,15.013838505427193,bb2,4
Set 3.3 LA (high SP)_EV139,1,0,10000,61.0,244,122,132.1666667,7.088723439,132.1666667,15.25,168.7561321,112.7221038,121.4764616,132.2622788,23.55168999,204.0996507,105.787087,115.4549197,132.6270951,6.980835628,109.2581572,123.7320719,127.8696716,161.6879693,132.5425731,141.7181879,144.2454249,148.9923591,70.58252966,89.00406794,100.9551617,106.1196948,111.0228395,120.4393266,129.7736888,139.4670286,150.0439521,155.915394,162.4095663,178.9355757,191.5315917,211.4296848,227.0863757,99.11902893,112.7221038,119.0131527,121.4764616,123.7194513,127.8371312,131.7539403,135.7251813,140.0211815,142.415825,145.0918289,152.1582737,157.9833975,168.7561321,180.3633248,92.9934389,105.787087,112.602108,115.4549197,118.1509977,123.3626702,128.6627662,134.4133083,141.1079616,145.0741287,149.7221494,163.2225431,175.9070094,204.0996507,244,116.4126358,126.7084397,128.8879499,130.7180905,134.3612638,136.2234391,137.3183757,138.5998391,153.3978877,0.793,0.051,0.783,0.429,1.4353703,beta,21.482522144624493,6.771289620126827,14.85453663502514,bb2,4
Set 3.3 LA (high SP)_EV14,1,0,10000,58.0,232,116,125.6666667,6.964194139,125.6666667,14.5,160.4566502,107.1783938,115.5022094,125.7575765,22.39341015,194.061963,100.5844434,109.7768089,126.8709756,6.951026401,101.4916135,118.1017134,122.1176157,155.1718539,126.6356135,135.9787187,138.5001348,143.465486,67.11125771,84.6268187,95.99015373,100.9006934,105.5626999,114.516081,123.3913762,132.6079944,142.6647413,148.2474238,154.4222106,170.1354654,182.1120053,201.0315036,215.9181933,94.24432259,107.1783938,113.1600468,115.5022094,117.6348882,121.5500591,125.2742383,129.0501724,133.1348939,135.4117681,137.9561652,144.6750799,150.2137223,160.4566502,171.4929973,88.41999109,100.5844434,107.0642994,109.7768089,112.3402929,117.2956537,122.3350892,127.8028177,134.1682258,137.9393355,142.358765,155.195205,167.255845,194.061963,232,111.6078629,121.0158554,123.1090939,124.9482547,128.47926,130.4012025,131.4901818,132.6707698,149.2884042,0.793,0.029,0.783,0.2,2.3960125,beta,20.970161993220636,6.402245669028729,14.446572955319334,bb2,1
Set 3.3 LA (high SP)_EV140,1,0,10000,70.0,280,140,151.6666667,7.826237921,151.6666667,17.5,193.6545779,129.3532339,139.3992182,151.7763855,27.0265295,234.212714,121.3950179,132.4892522,152.8477308,7.843657468,120.9706993,142.7267873,147.53792,182.0584936,152.7368588,163.1334686,166.0436401,171.0674267,80.99634551,102.1358157,115.8501855,121.7766989,127.4032584,138.2090633,148.9206265,160.0441311,172.1815844,178.9193046,186.3716335,205.3359065,219.7903512,242.6242284,260.590923,113.743148,129.3532339,136.5724703,139.3992182,141.9731409,146.6983472,151.1930462,155.750208,160.6800444,163.427996,166.49882,174.6078551,181.2924234,193.6545779,206.9743071,106.7137823,121.3950179,129.2155337,132.4892522,135.5831122,141.5637199,147.6457973,154.24478,161.9271691,166.4785084,171.8123026,187.3045577,201.8605026,234.212714,280,135.0837072,146.2205669,148.6324669,150.7610071,154.7662565,156.7919698,158.015318,159.4371605,177.5570597,0.793,0.014,0.783,0.429,1.8502349,beta,21.46660181223134,6.828499269925546,14.914414701258472,bb2,4
Set 3.3 LA (high SP)_EV141,1,0,10000,80.5,322,161,174.4166667,8.814051282,174.4166667,20.125,222.7027645,148.756219,160.3091009,174.5428433,31.08050892,269.3446211,139.6042706,152.36264,176.2727685,8.638205875,146.0078865,165.3275124,170.4563986,209.2867401,176.0631583,187.4441973,190.6639147,196.7113371,93.14579734,117.456188,133.2277134,140.0432038,146.5137472,158.9404228,171.2587204,184.0507508,198.008822,205.7572003,214.3273785,236.1362925,252.7589039,279.0178627,299.6795614,130.8046201,148.756219,157.0583408,160.3091009,163.269112,168.7030993,173.8720032,179.1127392,184.782051,187.9421953,191.473643,200.7990333,208.4862869,222.7027645,238.0204532,122.7208497,139.6042706,148.5978638,152.36264,155.920579,162.7982779,169.7926669,177.381497,186.2162444,191.4502847,197.584148,215.4002414,232.139578,269.3446211,322,156.5686303,169.0130388,171.6748251,173.971953,178.3093822,180.6921574,182.1349327,183.5649141,204.0509982,0.793,0.007,0.783,0.429,1.86466,beta,21.619092574119783,7.014530992022791,15.117118346782611,bb2,4
Set 3.3 LA (high SP)_EV142,1,0,10000,58.5,234,117,126.75,6.977642868,126.75,14.625,161.8398972,108.1023455,116.4979181,126.8416936,22.58645679,195.734911,101.4515507,110.7231607,128.1640261,6.907323365,106.3649239,119.3724218,123.416008,152.99575,128.0221975,137.0172394,139.7332518,144.9196677,67.68980304,85.35636024,96.81765506,101.770527,106.4727231,115.5032886,124.455095,133.7511667,143.8946098,149.5254189,155.7534366,171.6021504,183.6819363,202.7645338,217.779557,95.05677365,108.1023455,114.1355644,116.4979181,118.648982,122.5979045,126.3541886,130.1626738,134.2826085,136.5791109,139.1454425,145.9222789,151.5086681,161.8398972,172.9713852,89.18223239,101.4515507,107.9872675,110.7231607,113.3087437,118.3068231,123.389702,128.9045661,135.3248484,139.1284677,143.5859958,156.5330947,168.6977057,195.734911,234,112.6203627,122.3059495,124.4100122,126.1937127,129.7947844,131.6751841,132.7366018,134.000317,151.0758141,0.793,0.043,0.783,0.429,2.3034676,beta,20.96107676385414,6.413226050075599,14.463955771173604,bb2,4
Set 3.3 LA (high SP)_EV143,1,0,10000,67.0,268,134,145.1666667,7.566372975,145.1666667,16.75,185.3550959,123.8095239,133.424966,145.2716832,25.86824966,224.1750262,116.1923742,126.8111414,145.449332,7.560635061,116.9386563,135.723991,140.2518821,181.9273597,145.3327777,155.1735861,157.9027667,163.5109594,77.52507356,97.75856643,110.8851776,116.5576975,121.9431188,132.2858177,142.5383139,153.185097,164.8023736,171.2513344,178.3842778,196.5357962,210.3707647,232.2260472,249.4227405,108.8684416,123.8095239,130.7193644,133.424966,135.8885777,140.4112752,144.7133443,149.0751991,153.7937567,156.423939,159.3631563,167.1246613,173.5227481,185.3550959,198.1039797,102.1403345,116.1923742,123.6777251,126.8111414,129.7724073,135.4967034,141.3181203,147.6342894,154.9874333,159.3437152,164.4489182,179.2772195,193.2093382,224.1750262,268,128.247826,139.0365632,141.3881608,143.4131281,147.3045054,149.3546366,150.5869268,151.8664533,170.5930594,0.793,0.014,0.783,0.429,1.8321936,beta,21.449045742792052,6.747655395276015,14.804276196476675,bb2,4
Set 3.3 LA (high SP)_EV144,1,0,10000,73.0,292,146,158.1666667,8.403868157,158.1666667,18.25,201.9540598,134.8969439,145.3734704,158.2810877,28.18480933,244.2504017,126.5976615,138.167363,159.5370403,8.336102324,126.9038626,149.0720541,153.7531952,193.8729993,159.438303,170.3357589,173.4148277,178.9522498,84.46761746,106.5130649,120.8151935,126.9957003,132.8633981,144.1323089,155.302939,166.9031653,179.5607951,186.5872748,194.3589892,214.1360168,229.2099377,253.0224096,271.7591054,118.6178543,134.8969439,142.4255761,145.3734704,148.0577041,152.9854193,157.6727482,162.4252169,167.566332,170.4320529,173.6344837,182.0910488,189.0620987,201.9540598,215.8446346,111.2872302,126.5976615,134.7533423,138.167363,141.393817,147.6307365,153.9734743,160.8552705,168.8669049,173.6133016,179.175687,195.3318959,210.511667,244.2504017,292,140.9132346,152.3480239,154.9307216,157.2116825,161.6836455,163.9515373,165.1426363,166.6126068,186.2925346,0.793,0.029,0.826,0.4,1.8531402,beta,21.293894009926444,6.683195650918372,14.7682741115827,bb2,4
Set 3.3 LA (high SP)_EV145,1,0,10000,70.5,282,141,152.75,8.158584436,152.75,17.625,195.0378248,130.2771856,140.3949269,152.8605025,27.21957614,235.8856619,122.2621251,133.435604,153.1479725,8.216544014,125.2441998,142.5965938,147.4556248,185.9784034,153.0483169,163.8658,167.0721282,172.7311242,81.57489084,102.8653572,116.6776869,122.6465325,128.3132817,139.1962709,149.9843452,161.1873035,173.4114528,180.1972997,187.7028595,206.8025915,221.3602823,244.3572586,262.4522867,114.555599,130.2771856,137.5479879,140.3949269,142.9872348,147.7461926,152.2729966,156.8627095,161.827759,164.5953388,167.6880973,175.855054,182.5873693,195.0378248,208.452695,107.4760237,122.2621251,130.1385018,133.435604,136.551563,142.5748894,148.7004101,155.3465284,163.0837917,167.6676406,173.0395334,188.6424474,203.3023633,235.8856619,282,134.660838,146.1155175,148.6537752,150.9855202,155.0772129,157.3891255,158.6485107,160.0660721,178.7196589,0.793,0.087,0.826,0.4,1.1146122,beta,21.31552309203987,6.621405079775526,14.678769031036982,bb2,4
Set 3.3 LA (high SP)_EV146,1,0,10000,50.0,200,100,108.3333333,6.103277808,108.3333333,12.5,138.3246985,92.39516709,99.57087015,108.4117039,19.30466393,167.2947957,86.71072705,94.63518012,108.6911745,5.999678702,85.53125636,100.9436805,104.6038752,131.4977484,108.7464642,116.4205735,118.3934625,122.3412965,57.85453251,72.95415405,82.75013253,86.98335637,91.00232746,98.7207595,106.3718761,114.3172365,122.986846,127.7995033,133.1225954,146.6685046,156.993108,173.3030203,186.1363735,81.24510568,92.39516709,97.55176448,99.57087015,101.4093863,104.7845337,107.995033,111.2501486,114.7714603,116.7342828,118.9277286,124.7198965,129.4945882,138.3246985,147.8387908,76.22413025,86.71072705,92.2968098,94.63518012,96.84508011,101.1169428,105.4612838,110.1748428,115.6622636,118.9132203,122.7230733,133.7889698,144.1860733,167.2947957,200,94.84097531,103.5752493,105.547972,107.1901938,110.2613775,111.8808548,112.7686236,113.7947889,126.7920645,0.793,0.007,0.783,0.429,1.4368899,beta,21.233768824847058,6.530957782139278,14.601399149969296,bb2,4
Set 3.3 LA (high SP)_EV147,1,0,10000,64.0,256,128,138.6666667,7.322909258,138.6666667,16.0,177.055614,118.2658139,127.4507138,138.766981,24.70996983,214.1373385,110.9897306,121.1330306,138.6780573,7.272043515,109.8911714,129.4273437,133.6249982,169.0049188,138.6328956,148.0294855,150.8018879,156.3495945,74.05380161,93.38131719,105.9201696,111.3386962,116.4829792,126.3625722,136.1560013,146.3260628,157.4231629,163.5833642,170.3969221,187.7356859,200.9511782,221.827866,238.2545581,103.9937353,118.2658139,124.8662585,127.4507138,129.8040145,134.1242032,138.2336423,142.4001902,146.9074691,149.419882,152.2274926,159.6414675,165.7530728,177.055614,189.2336522,97.56688672,110.9897306,118.1399165,121.1330306,123.9617025,129.4296868,134.9904433,141.0237988,148.0476974,152.208922,157.0855338,171.2498813,184.5581738,214.1373385,256,122.0885546,132.4560584,134.7344371,136.7750522,140.4467299,142.4075843,143.5538612,144.7712357,161.3773555,0.793,0.007,0.783,0.429,1.8924832,beta,21.52211946390615,6.7821467286661665,14.870214636623194,bb2,4
Set 3.3 LA (high SP)_EV148,1,0,10000,75.0,300,150,162.5,8.374067112,162.5,18.75,207.4870477,138.5927506,149.3563052,162.6175559,28.95699589,250.9421935,130.0660906,141.9527702,162.7725308,8.276317733,132.0182482,152.2528967,157.1357119,192.8336954,162.6388255,173.5936712,176.4811623,181.9925155,86.78179876,109.4312311,124.1251988,130.4750346,136.5034912,148.0811393,159.5578141,171.4758548,184.480269,191.699255,199.683893,220.002757,235.489662,259.9545305,279.2045603,121.8676585,138.5927506,146.3276467,149.3563052,152.1140795,157.1768006,161.9925495,166.8752229,172.1571904,175.1014242,178.3915929,187.0798447,194.2418822,207.4870477,221.7581862,114.3361954,130.0660906,138.4452147,141.9527702,145.2676202,151.6754142,158.1919257,165.2622643,173.4933954,178.3698304,184.08461,200.6834547,216.2791099,250.9421935,300,143.7553272,155.7480655,158.3847433,160.5243255,164.8478973,167.0445652,168.3382636,169.7810869,188.7099,0.793,0.007,0.783,0.429,1.8772577,beta,21.69337664248948,6.95815285548213,15.056630284485161,bb2,4
Set 3.3 LA (high SP)_EV149,1,0,10000,65.5,262,131,141.9166667,7.693341277,141.9166667,16.375,181.205355,121.0376689,130.4378399,142.0193321,25.28910974,219.1561824,113.5910524,123.972086,142.0817245,7.641990952,112.1915065,132.2463483,136.8836463,171.1958526,141.9534822,151.9239036,154.6669211,160.1667322,75.78943759,95.56994181,108.4026736,113.9481969,119.213049,129.3241949,139.3471576,149.7555799,161.1127682,167.4173493,174.3905999,192.1357411,205.6609715,227.0269566,243.8386493,106.4310884,121.0376689,127.7928115,130.4378399,132.8462961,137.2677392,141.4734933,145.7376946,150.3506129,152.9219105,155.7953245,163.3830644,169.6379105,181.205355,193.6688159,99.85361063,113.5910524,120.9088208,123.972086,126.8670549,132.4631951,138.1542818,144.3290441,151.5175654,155.7763186,160.767226,175.2635504,188.883756,219.1561824,262,124.5880731,135.5872413,137.9712575,140.0814662,143.8187233,146.1492235,147.2824697,148.5130104,166.4558453,0.793,0.087,0.826,0.4,1.0054611,beta,21.330040209956906,6.614382297880123,14.676128552422961,bb2,4
Set 3.3 LA (high SP)_EV15,1,0,10000,68.0,272,136,147.3333333,7.778174593,147.3333333,17.0,188.1215899,125.6574272,135.4163834,147.4399173,26.25434294,227.5209221,117.9265888,128.703845,147.7893832,7.662378572,121.7559535,137.8716071,142.4794674,178.6889525,147.7609156,157.711214,160.6187066,165.4883843,78.68216421,99.21764951,112.5401802,118.2973647,123.7631653,134.2602329,144.6657514,155.4714417,167.2621105,173.8073245,181.0467297,199.4691663,213.5106269,235.6921076,253.145468,110.4933437,125.6574272,132.6703997,135.4163834,137.9167654,142.5069659,146.8732449,151.3002021,156.089186,158.7586246,161.7417109,169.6190592,176.1126399,188.1215899,201.0607555,103.6648171,117.9265888,125.5236613,128.703845,131.7093089,137.5190422,143.427346,149.8377863,157.3006785,161.7219796,166.9033797,181.9529989,196.0930597,227.5209221,272,130.6707453,141.1163132,143.6513046,145.8022173,149.7351962,151.832249,152.9728662,154.1802248,172.7042646,0.793,0.232,0.826,0.222,0.5682586,beta,21.489719956128386,6.794907529102062,14.857103533747098,bb2,1
Set 3.3 LA (high SP)_EV150,1,0,10000,74.0,296,148,160.3333333,8.261355821,160.3333333,18.5,204.7205537,136.7448473,147.3648878,160.4493218,28.57090261,247.5962976,128.331876,140.0600666,160.1806729,8.198710644,132.9961501,149.811463,154.6207294,194.6152744,160.0259133,170.853376,173.8480536,179.1573475,85.62470811,107.972148,122.4701961,128.7353674,134.6834446,146.1067241,157.4303766,169.1895101,182.0205321,189.1432649,197.0214411,217.0693869,232.3497998,256.4884701,275.4818328,120.2427564,136.7448473,144.3766114,147.3648878,150.0858918,155.0811099,159.8326489,164.6502199,169.8617612,172.7667386,176.0130383,184.5854468,191.6519905,204.7205537,218.8014104,112.8117128,128.331876,136.5992785,140.0600666,143.3307186,149.6530754,156.0827,163.0587674,171.1801502,175.991566,181.6301485,198.0076753,213.3953884,247.5962976,296,141.2725639,153.1539987,155.7942991,158.0533378,162.0983272,164.4127046,165.7062853,167.0923246,186.6567064,0.793,0.123,0.783,0.429,0.5597483,beta,21.694479054020164,6.930240284896795,15.03512938394535,bb2,4
